Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,MORT-30-AMI Achievement Threshold,MORT-30-AMI Benchmark,MORT-30-AMI Baseline Rate,MORT-30-AMI Performance Rate,MORT-30-AMI Achievement Points,MORT-30-AMI Improvement Points,MORT-30-AMI Measure Score,MORT-30-HF Achievement Threshold,MORT-30-HF Benchmark,MORT-30-HF Baseline Rate,MORT-30-HF Performance Rate,MORT-30-HF Achievement Points,MORT-30-HF Improvement Points,MORT-30-HF Measure Score,MORT-30-PN Achievement Threshold,MORT-30-PN Benchmark,MORT-30-PN Baseline Rate,MORT-30-PN Performance Rate,MORT-30-PN Achievement Points,MORT-30-PN Improvement Points,MORT-30-PN Measure Score,COMP-HIP-KNEE Achievement Threshold,COMP-HIP-KNEE Benchmark,COMP-HIP-KNEE Baseline Rate,COMP-HIP-KNEE Performance Rate,COMP-HIP-KNEE Achievement Points,COMP-HIP-KNEE Improvement Points,COMP-HIP-KNEE Measure Score
"140223","ADVOCATE LUTHERAN GENERAL HOSPITAL","1775 DEMPSTER ST","PARK RIDGE","IL","60068","Cook","0.850671","0.873263","0.874936","0.869126","8 out of 10","0 out of 9","8 out of 10","0.883472","0.908094","0.878926","0.894916","5 out of 10","5 out of 9","5 out of 10","0.882334","0.907906","0.883502","0.913941","10 out of 10","9 out of 9","10 out of 10","0.032229","0.023178","0.032386","0.028067","5 out of 10","4 out of 9","5 out of 10"
"140224","PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO","2900 NORTH LAKE SHORE DRIVE","CHICAGO","IL","60657","Cook","0.850671","0.873263","0.882556","0.890812","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.922090","0.908944","10 out of 10","0 out of 9","10 out of 10","0.882334","0.907906","0.913814","0.905838","9 out of 10","0 out of 9","9 out of 10","0.032229","0.023178","0.037576","0.019507","10 out of 10","9 out of 9","10 out of 10"
"140228","SWEDISH AMERICAN HOSPITAL","1401 EAST STATE STREET","ROCKFORD","IL","61104","Winnebago","0.850671","0.873263","0.861887","0.887486","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.889838","0.872994","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.891630","0.885352","2 out of 10","0 out of 9","2 out of 10","0.032229","0.023178","0.035568","0.026883","6 out of 10","7 out of 9","7 out of 10"
"140231","EDWARD HOSPITAL","801 SOUTH WASHINGTON","NAPERVILLE","IL","60540","DuPage","0.850671","0.873263","0.871871","0.890116","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.912735","0.914554","10 out of 10","9 out of 9","10 out of 10","0.882334","0.907906","0.898543","0.911543","10 out of 10","9 out of 9","10 out of 10","0.032229","0.023178","0.039756","0.019734","10 out of 10","9 out of 9","10 out of 10"
"140233","SAINT ANTHONY MEDICAL CENTER","5666 EAST STATE STREET","ROCKFORD","IL","61108","Winnebago","0.850671","0.873263","0.845645","0.856527","3 out of 10","3 out of 9","3 out of 10","0.883472","0.908094","0.852211","0.867508","0 out of 10","2 out of 9","2 out of 10","0.882334","0.907906","0.870254","0.890424","3 out of 10","5 out of 9","5 out of 10","0.032229","0.023178","0.032534","0.028167","5 out of 10","4 out of 9","5 out of 10"
"140234","ILLINOIS VALLEY COMMUNITY HOSPITAL","925 WEST ST","PERU","IL","61354","La Salle","0.850671","0.873263","0.846150","0.872811","9 out of 10","9 out of 9","9 out of 10","0.883472","0.908094","0.884695","0.881946","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.874833","0.876454","0 out of 10","0 out of 9","0 out of 10","0.032229","0.023178","0.026355","0.026432","6 out of 10","0 out of 9","6 out of 10"
"140239","MERCYHEALTH HOSPITAL ROCKTON AVENUE","2400 NORTH ROCKTON AVENUE","ROCKFORD","IL","61103","Winnebago","0.850671","0.873263","0.869737","0.851512","1 out of 10","0 out of 9","1 out of 10","0.883472","0.908094","0.873415","0.883663","1 out of 10","2 out of 9","2 out of 10","0.882334","0.907906","0.899519","0.909481","10 out of 10","9 out of 9","10 out of 10","0.032229","0.023178","0.040504","0.027476","5 out of 10","7 out of 9","7 out of 10"
"140240","WESTLAKE COMMUNITY HOSPITAL","1225 LAKE ST","MELROSE PARK","IL","60160","Cook","0.850671","0.873263","0.856393","0.866684","7 out of 10","6 out of 9","7 out of 10","0.883472","0.908094","0.889066","0.884825","1 out of 10","0 out of 9","1 out of 10","0.882334","0.907906","0.896279","0.912708","10 out of 10","9 out of 9","10 out of 10","0.032229","0.023178","0.032880","Not Available","Not Available","Not Available","Not Available"
"140242","CENTRAL DUPAGE HOSPITAL","25 NORTH WINFIELD ROAD","WINFIELD","IL","60190","DuPage","0.850671","0.873263","0.857070","0.868877","8 out of 10","7 out of 9","8 out of 10","0.883472","0.908094","0.872097","0.883898","1 out of 10","3 out of 9","3 out of 10","0.882334","0.907906","0.882009","0.909565","10 out of 10","9 out of 9","10 out of 10","0.032229","0.023178","0.029584","0.013863","10 out of 10","9 out of 9","10 out of 10"
"140250","ADVOCATE SOUTH SUBURBAN HOSPITAL","17800 S KEDZIE AVE","HAZEL CREST","IL","60429","Cook","0.850671","0.873263","0.846019","0.868485","8 out of 10","8 out of 9","8 out of 10","0.883472","0.908094","0.900846","0.899029","6 out of 10","0 out of 9","6 out of 10","0.882334","0.907906","0.888561","0.898930","6 out of 10","5 out of 9","6 out of 10","0.032229","0.023178","0.036037","0.023915","9 out of 10","9 out of 9","9 out of 10"
"140251","COMMUNITY FIRST MEDICAL CENTER","5645 W ADDISON STREET","CHICAGO","IL","60634","Cook","0.850671","0.873263","0.851897","0.869956","8 out of 10","8 out of 9","8 out of 10","0.883472","0.908094","0.901004","0.898307","6 out of 10","0 out of 9","6 out of 10","0.882334","0.907906","0.885787","0.901130","7 out of 10","6 out of 9","7 out of 10","0.032229","0.023178","0.035573","0.023831","9 out of 10","9 out of 9","9 out of 10"
"140252","NORTHWEST COMMUNITY HOSPITAL 1","800 W CENTRAL ROAD","ARLINGTON HEIGHTS","IL","60005","Cook","0.850671","0.873263","0.852313","0.877671","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.859687","0.870566","0 out of 10","2 out of 9","2 out of 10","0.882334","0.907906","0.872850","0.893597","4 out of 10","5 out of 9","5 out of 10","0.032229","0.023178","0.023749","0.019349","10 out of 10","9 out of 9","10 out of 10"
"140258","ALEXIAN BROTHERS MEDICAL CENTER 1","800 W BIESTERFIELD RD","ELK GROVE VILLAGE","IL","60007","Cook","0.850671","0.873263","0.885208","0.882969","10 out of 10","0 out of 9","10 out of 10","0.883472","0.908094","0.916636","0.897259","6 out of 10","0 out of 9","6 out of 10","0.882334","0.907906","0.894441","0.925129","10 out of 10","9 out of 9","10 out of 10","0.032229","0.023178","0.037194","0.025842","7 out of 10","8 out of 9","8 out of 10"
"140275","GENESIS HEALTH SYSTEM","801 ILLINI DRIVE","SILVIS","IL","61282","Rock Island","0.850671","0.873263","0.839459","0.881154","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.877101","0.842325","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.882611","0.877950","0 out of 10","0 out of 9","0 out of 10","0.032229","0.023178","0.023332","0.023056","10 out of 10","9 out of 9","10 out of 10"
"140276","LOYOLA UNIVERSITY MEDICAL CENTER","2160 S 1ST AVENUE","MAYWOOD","IL","60153","Cook","0.850671","0.873263","0.877170","0.868855","8 out of 10","0 out of 9","8 out of 10","0.883472","0.908094","0.900828","0.902761","8 out of 10","2 out of 9","8 out of 10","0.882334","0.907906","0.877639","0.907356","9 out of 10","9 out of 9","9 out of 10","0.032229","0.023178","0.025489","0.031239","1 out of 10","0 out of 9","1 out of 10"
"140280","TRINITY ROCK ISLAND","2701 17TH ST","ROCK ISLAND","IL","61201","Rock Island","0.850671","0.873263","0.874163","0.872410","9 out of 10","0 out of 9","9 out of 10","0.883472","0.908094","0.872516","0.870107","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.857365","0.871521","0 out of 10","2 out of 9","2 out of 10","0.032229","0.023178","0.029748","0.026161","7 out of 10","5 out of 9","7 out of 10"
"140281","NORTHWESTERN MEMORIAL HOSPITAL","251 E HURON ST","CHICAGO","IL","60611","Cook","0.850671","0.873263","0.892553","0.905248","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.910553","0.937084","10 out of 10","9 out of 9","10 out of 10","0.882334","0.907906","0.899984","0.924706","10 out of 10","9 out of 9","10 out of 10","0.032229","0.023178","0.038993","0.022397","10 out of 10","9 out of 9","10 out of 10"
"140286","KISHWAUKEE COMMUNITY HOSPITAL","1 KISH HOSPITAL DRIVE","DEKALB","IL","60115","DeKalb","0.850671","0.873263","0.837562","0.876604","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.870202","0.867883","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.864187","0.860254","0 out of 10","0 out of 9","0 out of 10","0.032229","0.023178","0.041638","0.030921","2 out of 10","5 out of 9","5 out of 10"
"140288","ADVOCATE GOOD SAMARITAN HOSPITAL","3815 HIGHLAND AVENUE","DOWNERS GROVE","IL","60515","DuPage","0.850671","0.873263","0.847425","0.881439","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.898036","0.900899","7 out of 10","2 out of 9","7 out of 10","0.882334","0.907906","0.872244","0.921400","10 out of 10","9 out of 9","10 out of 10","0.032229","0.023178","0.038742","0.029574","3 out of 10","5 out of 9","5 out of 10"
"140289","ANDERSON HOSPITAL","6800 STATE ROUTE 162","MARYVILLE","IL","62062","Madison","0.850671","0.873263","0.849903","0.858257","4 out of 10","3 out of 9","4 out of 10","0.883472","0.908094","0.866554","0.862084","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.876216","0.883183","1 out of 10","2 out of 9","2 out of 10","0.032229","0.023178","0.030535","0.016876","10 out of 10","9 out of 9","10 out of 10"
"140290","ST ALEXIUS MEDICAL CENTER","1555 N BARRINGTON RD","HOFFMAN ESTATES","IL","60169","Cook","0.850671","0.873263","0.868181","0.876346","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.915374","0.906099","9 out of 10","0 out of 9","9 out of 10","0.882334","0.907906","0.911632","0.904275","8 out of 10","0 out of 9","8 out of 10","0.032229","0.023178","0.038101","0.030988","2 out of 10","4 out of 9","4 out of 10"
"140291","ADVOCATE GOOD SHEPHERD HOSPITAL","450 WEST HIGHWAY 22","BARRINGTON","IL","60010","Lake","0.850671","0.873263","0.864140","0.877982","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.890604","0.897288","6 out of 10","3 out of 9","6 out of 10","0.882334","0.907906","0.862695","0.904020","8 out of 10","9 out of 9","9 out of 10","0.032229","0.023178","0.024008","0.022422","10 out of 10","9 out of 9","10 out of 10"
"140292","ADVENTIST GLENOAKS","701 WINTHROP AVENUE","GLENDALE HEIGHTS","IL","60139","DuPage","0.850671","0.873263","0.850973","0.872792","9 out of 10","9 out of 9","9 out of 10","0.883472","0.908094","0.890496","0.874494","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.899344","0.890604","3 out of 10","0 out of 9","3 out of 10","0.032229","0.023178","Not Available","Not Available","Not Available","Not Available","Not Available"
"140294","CROSSROADS COMMUNITY HOSPITAL","8 DOCTORS PARK ROAD","MOUNT VERNON","IL","62864","Jefferson","0.850671","0.873263","Not Available","Not Available","Not Available","Not Available","Not Available","0.883472","0.908094","0.891198","0.889861","3 out of 10","0 out of 9","3 out of 10","0.882334","0.907906","0.887228","0.893683","4 out of 10","3 out of 9","4 out of 10","0.032229","0.023178","0.030216","0.025133","8 out of 10","7 out of 9","8 out of 10"
"140304","ADVENTIST BOLINGBROOK HOSPITAL","500 REMINGTON BOULEVARD","BOLINGBROOK","IL","60440","Will","0.850671","0.873263","0.852878","0.867817","7 out of 10","7 out of 9","7 out of 10","0.883472","0.908094","0.880789","0.898661","6 out of 10","6 out of 9","6 out of 10","0.882334","0.907906","0.897354","0.914866","10 out of 10","9 out of 9","10 out of 10","0.032229","0.023178","Not Available","0.022423","10 out of 10","Not Available","10 out of 10"
"140307","METRO-EAST SERVICES INC","1404 CROSS STREET","SHILOH","IL","62269","Saint Clair","0.850671","0.873263","Not Available","0.874764","10 out of 10","Not Available","10 out of 10","0.883472","0.908094","Not Available","0.897324","6 out of 10","Not Available","6 out of 10","0.882334","0.907906","Not Available","0.892670","4 out of 10","Not Available","4 out of 10","0.032229","0.023178","Not Available","Not Available","Not Available","Not Available","Not Available"
"150001","JOHNSON MEMORIAL HOSPITAL","1125 W JEFFERSON ST","FRANKLIN","IN","46131","Johnson","0.850671","0.873263","0.840800","0.859383","4 out of 10","5 out of 9","5 out of 10","0.883472","0.908094","0.840573","0.859658","0 out of 10","2 out of 9","2 out of 10","0.882334","0.907906","0.856781","0.890898","4 out of 10","6 out of 9","6 out of 10","0.032229","0.023178","0.033638","0.036458","0 out of 10","0 out of 9","0 out of 10"
"150002","METHODIST HOSPITALS INC","600 GRANT ST","GARY","IN","46402","Lake","0.850671","0.873263","0.857217","0.871762","9 out of 10","9 out of 9","9 out of 10","0.883472","0.908094","0.899194","0.910033","10 out of 10","9 out of 9","10 out of 10","0.882334","0.907906","0.895103","0.881344","0 out of 10","0 out of 9","0 out of 10","0.032229","0.023178","0.043384","0.024608","8 out of 10","9 out of 9","9 out of 10"
"150004","FRANCISCAN HEALTH HAMMOND","5454 HOHMAN AVE","HAMMOND","IN","46320","Lake","0.850671","0.873263","0.854297","0.865373","6 out of 10","5 out of 9","6 out of 10","0.883472","0.908094","0.908863","0.897620","6 out of 10","0 out of 9","6 out of 10","0.882334","0.907906","0.889350","0.894152","5 out of 10","2 out of 9","5 out of 10","0.032229","0.023178","0.031343","Not Available","Not Available","Not Available","Not Available"
"150005","HENDRICKS REGIONAL HEALTH","1000 E MAIN ST","DANVILLE","IN","46122","Hendricks","0.850671","0.873263","0.851677","0.873985","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.891461","0.876966","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.883663","0.863977","0 out of 10","0 out of 9","0 out of 10","0.032229","0.023178","0.028194","0.021461","10 out of 10","9 out of 9","10 out of 10"
"150006","LA PORTE HOSPITAL","1007 LINCOLNWAY","LA PORTE","IN","46350","LaPorte","0.850671","0.873263","0.826108","0.858469","4 out of 10","6 out of 9","6 out of 10","0.883472","0.908094","0.840895","0.869973","0 out of 10","4 out of 9","4 out of 10","0.882334","0.907906","0.816984","0.885785","2 out of 10","7 out of 9","7 out of 10","0.032229","0.023178","0.043939","0.033731","0 out of 10","4 out of 9","4 out of 10"
"150007","COMMUNITY HOWARD REGIONAL HEALTH INC","3500 S LAFOUNTAIN ST","KOKOMO","IN","46902","Howard","0.850671","0.873263","0.851425","0.874876","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.903617","0.888843","2 out of 10","0 out of 9","2 out of 10","0.882334","0.907906","0.899562","0.886302","2 out of 10","0 out of 9","2 out of 10","0.032229","0.023178","0.041244","0.024207","8 out of 10","9 out of 9","9 out of 10"
"150008","ST CATHERINE HOSPITAL INC","4321 FIR ST","EAST CHICAGO","IN","46312","Lake","0.850671","0.873263","0.857137","0.869194","8 out of 10","7 out of 9","8 out of 10","0.883472","0.908094","0.909813","0.911682","10 out of 10","9 out of 9","10 out of 10","0.882334","0.907906","0.893495","0.904568","8 out of 10","7 out of 9","8 out of 10","0.032229","0.023178","0.029039","0.021589","10 out of 10","9 out of 9","10 out of 10"
"150009","CLARK MEMORIAL HOSPITAL","1220 MISSOURI AVE","JEFFERSONVILLE","IN","47130","Clark","0.850671","0.873263","0.853221","0.863042","5 out of 10","4 out of 9","5 out of 10","0.883472","0.908094","0.901987","0.884153","1 out of 10","0 out of 9","1 out of 10","0.882334","0.907906","0.888054","0.869534","0 out of 10","0 out of 9","0 out of 10","0.032229","0.023178","0.031074","0.027698","5 out of 10","4 out of 9","5 out of 10"
"150010","ST VINCENT KOKOMO","1907 W SYCAMORE ST","KOKOMO","IN","46904","Howard","0.850671","0.873263","Not Available","0.858595","4 out of 10","Not Available","4 out of 10","0.883472","0.908094","0.868209","0.867722","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.843697","0.894664","5 out of 10","7 out of 9","7 out of 10","0.032229","0.023178","0.030597","0.024185","8 out of 10","8 out of 9","8 out of 10"
"150011","MARION GENERAL HOSPITAL","441 N WABASH AVE","MARION","IN","46952","Grant","0.850671","0.873263","0.847971","0.875561","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.865487","0.876504","0 out of 10","2 out of 9","2 out of 10","0.882334","0.907906","0.872828","0.911345","10 out of 10","9 out of 9","10 out of 10","0.032229","0.023178","0.025277","0.018997","10 out of 10","9 out of 9","10 out of 10"
"150012","SAINT JOSEPH REGIONAL MEDICAL CENTER","5215 HOLY CROSS PKWY","MISHAWAKA","IN","46545","St Joseph","0.850671","0.873263","0.828144","0.861355","5 out of 10","7 out of 9","7 out of 10","0.883472","0.908094","0.870160","0.853256","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.880348","0.898287","6 out of 10","6 out of 9","6 out of 10","0.032229","0.023178","0.023563","0.020399","10 out of 10","9 out of 9","10 out of 10"
"150015","FRANCISCAN HEALTH MICHIGAN CITY","301 W HOMER ST","MICHIGAN CITY","IN","46360","LaPorte","0.850671","0.873263","0.822034","0.854677","2 out of 10","6 out of 9","6 out of 10","0.883472","0.908094","0.878539","0.871952","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.869224","0.883661","1 out of 10","3 out of 9","3 out of 10","0.032229","0.023178","0.023315","0.026074","7 out of 10","0 out of 9","7 out of 10"
"150017","LUTHERAN HOSPITAL OF INDIANA","7950 W JEFFERSON BLVD","FORT WAYNE","IN","46804","Allen","0.850671","0.873263","0.826616","0.875517","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.872240","0.864596","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.876782","0.880309","0 out of 10","1 out of 9","1 out of 10","0.032229","0.023178","Not Available","Not Available","Not Available","Not Available","Not Available"
"150018","ELKHART GENERAL HOSPITAL","600 E BLVD","ELKHART","IN","46514","Elkhart","0.850671","0.873263","0.847211","0.858217","4 out of 10","4 out of 9","4 out of 10","0.883472","0.908094","0.876706","0.877344","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.879312","0.900870","7 out of 10","7 out of 9","7 out of 10","0.032229","0.023178","0.025672","0.016730","10 out of 10","9 out of 9","10 out of 10"
"150021","PARKVIEW REGIONAL MEDICAL CENTER","11109 PARKVIEW PLAZA DRIVE","FORT WAYNE","IN","46845","Allen","0.850671","0.873263","0.839310","0.851374","1 out of 10","3 out of 9","3 out of 10","0.883472","0.908094","0.866562","0.878093","0 out of 10","2 out of 9","2 out of 10","0.882334","0.907906","0.883424","0.887246","2 out of 10","1 out of 9","2 out of 10","0.032229","0.023178","0.030356","0.025011","8 out of 10","7 out of 9","8 out of 10"
